epoch,train_loss,val_loss,train_mIoU,val_mIoU,avg_gaf
1,1.7503451164464774,1.5129669815301896,0.11925821252490758,0.138748178823306,3.7756383245262385e-05
2,1.4086335662359035,1.304721462726593,0.15573913397156497,0.15077494615597514,5.5362267674927114e-05
3,1.2427903230516066,1.1622568026185036,0.17899816096888538,0.161493749969046,4.58457657616618e-05
4,1.1638231519956765,1.1318630516529082,0.1881999880270664,0.16620205015141715,0.00017500540952988336
5,1.1286329845464007,1.0633484348654747,0.19719029788092488,0.16039303778465144,0.00017160665884657437
6,1.1056506611545633,1.0674648821353911,0.19583933757474195,0.16362777199820103,0.00017539332976494165
7,1.097375513418861,1.0242122761905192,0.19661609799064036,0.1683135539637831,0.0001761834058400146
8,1.0734218615367546,1.0177522622048856,0.20534527403595917,0.17396094570635892,0.0001800199013757289
9,1.058847070295618,1.0180158980190754,0.20404040754171648,0.1740159617368485,0.00020231997653972307
10,1.0664119003167063,0.9884238906204701,0.20562344079528064,0.18576265180606508,0.00021857347849854234
11,1.048715720913425,0.9967554360628128,0.2080044076262321,0.1800535842071344,0.00021230981231778432
12,1.0332333674156888,0.9668641604483128,0.2126576235620942,0.17165294261763736,0.0002355601141126093
13,1.0163752468106169,0.9848898120224476,0.2154121331584296,0.1689879691243344,0.00021858415520225948
14,1.0170689618550472,0.9414194472134113,0.21600298816629035,0.1908874041567742,0.00019990348259839647
15,1.0179427811262771,0.9797938674688339,0.21655964887603266,0.17973906473332465,0.00021538826188957725
16,0.992386777023351,0.9479441873729229,0.22565279936184743,0.17880791234020604,0.00022100776694606415
17,0.9933297318516311,0.953802976757288,0.2228257600857434,0.20595461296445924,0.00017709092565597667
18,0.9965084557947905,0.9468225844204425,0.23188097108276656,0.20549295897220393,0.0001994301487336006
19,0.9820683525400873,0.9321154743432999,0.23021832183411578,0.1796500223308369,0.00021481527879008751
20,0.9635910710192616,0.9479468397796154,0.23677937591246728,0.17316274309550478,0.00023802287377004374
21,0.9727672800329161,0.9519110873341561,0.2305362836999808,0.18665489756209247,0.00024293415747995628
22,0.952015012595224,0.9990597061812878,0.2337635912217407,0.18254804278604167,0.0002551411887299564
23,0.9526352636192156,1.0350969642400742,0.2361978046658981,0.17615157446329713,0.00023998026945153063
24,0.9638600991749615,0.9804996766149998,0.23704448229445552,0.18172857507612677,0.00025353256536989787
25,0.9534848989537044,0.9522607877850533,0.24119599614189322,0.1740242978650391,0.00026081763620626816
26,0.9372776967953451,0.9522344291210174,0.2408744860553801,0.1935147795082838,0.00026846215606778426
27,0.9606845608409147,0.9452036917209625,0.2363887562851424,0.18582751871794517,0.0002743094308035714
28,0.9296005768990665,0.9477883242070675,0.24210540605928904,0.18031309666190234,0.00029731772731413997
29,0.9094937975917544,0.897689588367939,0.251112610670776,0.20891789881487927,0.0002863136046829446
30,0.9127899627692951,0.8660035952925682,0.2468616828487484,0.22387803733295253,0.0002669353874362244
