epoch,train_loss,val_loss,train_mIoU,val_mIoU,avg_gaf
1,0.24847282436828405,1.9917873963713646,0.01627582184920956,0.015464899324858778,0.0
2,0.2486617071076092,1.9917873963713646,0.015939214530412537,0.015464899324858778,0.0
3,0.24860525003766198,1.9917873963713646,0.016135692994527967,0.015464899324858778,0.0
4,0.24864550328829427,1.9917873963713646,0.016180433833029383,0.015464899324858778,0.0
5,0.24871431923765416,1.9917873963713646,0.01622035355680555,0.015464899324858778,0.0
6,0.24868146709020178,1.9917873963713646,0.01612692976657853,0.015464899324858778,0.0
7,0.24862836069582409,1.9917873963713646,0.016212262861043804,0.015464899324858778,0.0
8,0.1554926452350051,1.0978827442973853,0.18096842768724064,0.16890765351832293,2.174488657069969e-06
9,0.14264293529475644,1.0978827442973853,0.18248204252233002,0.16890765351832293,2.174488657069969e-06
10,0.14371374974238743,1.0978827442973853,0.1801548707823328,0.16890765351832293,2.174488657069969e-06
11,0.14257251072101423,1.0978827442973853,0.1848412918286224,0.16890765351832293,2.174488657069969e-06
12,0.14410704234687388,1.0978827442973853,0.17976486939131622,0.16890765351832293,2.174488657069969e-06
13,0.14398082270986556,1.0978827442973853,0.18433112946570013,0.16890765351832293,2.174488657069969e-06
14,0.1429589429050452,1.0978827442973853,0.18404804563463012,0.16890765351832293,2.174488657069969e-06
15,0.14299386718873844,1.0978827442973853,0.18291051821506132,0.16890765351832293,2.174488657069969e-06
16,0.1379359716587174,1.0614045068621636,0.19434951239940887,0.18254444144113446,3.4165451895043727e-06
17,0.1420803564552849,1.0614045068621636,0.17253636643193546,0.18254444144113446,3.4165451895043727e-06
